Date,Unnamed: 0,Close
2014-09-17,0.0,281.1767578125
2014-09-18,1.0,258.4266967773437
2014-09-19,2.0,242.42922973632807
2014-09-20,3.0,251.0924072265625
2014-09-21,4.0,244.5704345703125
2014-09-22,5.0,245.6790313720703
2014-09-23,6.0,265.8721008300781
2014-09-24,7.0,259.2691345214844
2014-09-25,8.0,252.0355224609375
2014-09-26,9.0,248.9075469970703
2014-09-27,10.0,245.8887176513672
2014-09-28,11.0,232.2829132080078
2014-09-29,12.0,231.213134765625
2014-09-30,13.0,238.69224548339844
2014-10-01,14.0,236.9895477294922
2014-10-02,15.0,232.15646362304688
2014-10-03,16.0,225.2158050537109
2014-10-04,17.0,206.0176696777344
2014-10-05,18.0,200.82080078125
2014-10-06,19.0,205.38796997070312
2014-10-07,20.0,209.01953125
2014-10-08,21.0,218.40347290039065
2014-10-09,22.0,226.4710235595703
2014-10-10,23.0,224.92193603515625
2014-10-11,24.0,225.3804168701172
2014-10-12,25.0,235.26974487304688
2014-10-13,26.0,243.0517425537109
2014-10-14,27.0,252.2781524658203
2014-10-15,28.0,246.94921875
2014-10-16,29.0,237.7305450439453
2014-10-17,30.0,238.46267700195312
2014-10-18,31.0,243.2374267578125
2014-10-19,32.0,242.1194610595703
2014-10-20,33.0,236.9970245361328
2014-10-21,34.0,239.8975830078125
2014-10-22,35.0,238.8616638183593
2014-10-23,36.0,223.68907165527344
2014-10-24,37.0,222.7405548095703
2014-10-25,38.0,215.857162475586
2014-10-26,39.0,220.4773864746093
2014-10-27,40.0,218.9486541748047
2014-10-28,41.0,221.5862274169922
2014-10-29,42.0,209.73126220703125
2014-10-30,43.0,215.8560943603516
2014-10-31,44.0,211.5167388916016
2014-11-01,45.0,203.65676879882807
2014-11-02,46.0,204.0778961181641
2014-11-03,47.0,205.0544586181641
2014-11-04,48.0,206.518783569336
2014-11-05,49.0,212.68386840820312
2014-11-06,50.0,220.53921508789065
2014-11-07,51.0,215.7216644287109
2014-11-08,52.0,217.6576690673828
2014-11-09,53.0,228.75567626953125
2014-11-10,54.0,231.5416259765625
2014-11-11,55.0,230.9061889648437
2014-11-12,56.0,268.6376647949219
2014-11-13,57.0,268.0182189941406
2014-11-14,58.0,253.9209747314453
2014-11-15,59.0,240.0797882080078
2014-11-16,60.0,247.6422119140625
2014-11-17,61.0,247.7666931152344
2014-11-18,62.0,240.11135864257807
2014-11-19,63.0,242.85577392578125
2014-11-20,64.0,228.0542907714844
2014-11-21,65.0,224.12673950195312
2014-11-22,66.0,225.45037841796875
2014-11-23,67.0,234.9760284423828
2014-11-24,68.0,240.12550354003903
2014-11-25,69.0,238.80137634277344
2014-11-26,70.0,233.3523406982422
2014-11-27,71.0,235.0992126464844
2014-11-28,72.0,240.6027069091797
2014-11-29,73.0,239.9916839599609
2014-11-30,74.0,242.1825714111328
2014-12-01,75.0,241.0506591796875
2014-12-02,76.0,243.71405029296875
2014-12-03,77.0,239.02734375
2014-12-04,78.0,235.761947631836
2014-12-05,79.0,241.8366241455078
2014-12-06,80.0,240.50889587402344
2014-12-07,81.0,241.00167846679688
2014-12-08,82.0,231.2665252685547
2014-12-09,83.0,224.62945556640625
2014-12-10,84.0,219.9561767578125
2014-12-11,85.0,223.0249481201172
2014-12-12,86.0,224.334701538086
2014-12-13,87.0,221.0474090576172
2014-12-14,88.0,223.6702423095703
2014-12-15,89.0,220.7664794921875
2014-12-16,90.0,207.76394653320312
2014-12-17,91.0,205.36639404296875
2014-12-18,92.0,198.77186584472656
2014-12-19,93.0,203.3674468994141
2014-12-20,94.0,211.11778259277344
2014-12-21,95.0,205.3263702392578
2014-12-22,96.0,213.0752410888672
2014-12-23,97.0,215.588623046875
2014-12-24,98.0,207.2440948486328
2014-12-25,99.0,205.0575256347656
2014-12-26,100.0,210.8971710205078
2014-12-27,101.0,203.1403961181641
2014-12-28,102.0,204.01222229003903
2014-12-29,103.0,201.5535430908203
2014-12-30,104.0,199.651123046875
2014-12-31,105.0,205.52859497070312
2015-01-01,106.0,201.7391052246093
2015-01-02,107.0,205.5673828125
2015-01-03,108.0,183.41403198242188
2015-01-04,109.0,172.87986755371094
2015-01-05,110.0,179.90037536621094
2015-01-06,111.0,189.078353881836
2015-01-07,112.0,194.87355041503903
2015-01-08,113.0,187.84738159179688
2015-01-09,114.0,191.5619964599609
2015-01-10,115.0,181.2638397216797
2015-01-11,116.0,174.92591857910156
2015-01-12,117.0,176.5532684326172
2015-01-13,118.0,148.9160614013672
2015-01-14,119.0,116.93453979492188
2015-01-15,120.0,138.25537109375
2015-01-16,121.0,137.37588500976562
2015-01-17,122.0,131.5421142578125
2015-01-18,123.0,138.92015075683594
2015-01-19,124.0,142.40521240234375
2015-01-20,125.0,139.537109375
2015-01-21,126.0,149.8659210205078
2015-01-22,127.0,155.57289123535156
2015-01-23,128.0,155.3873291015625
2015-01-24,129.0,165.37466430664062
2015-01-25,130.0,169.2581787109375
2015-01-26,131.0,181.300048828125
2015-01-27,132.0,173.48719787597656
2015-01-28,133.0,154.55235290527344
2015-01-29,134.0,154.8905487060547
2015-01-30,135.0,150.2987060546875
2015-01-31,136.0,144.35047912597656
2015-02-01,137.0,150.49197387695312
2015-02-02,138.0,158.5656280517578
2015-02-03,139.0,150.12088012695312
2015-02-04,140.0,149.51097106933594
2015-02-05,141.0,141.7451171875
2015-02-06,142.0,145.78643798828125
2015-02-07,143.0,149.3860626220703
2015-02-08,144.0,146.62466430664062
2015-02-09,145.0,144.69497680664062
2015-02-10,146.0,144.09059143066406
2015-02-11,147.0,143.82217407226562
2015-02-12,148.0,144.15237426757812
2015-02-13,149.0,152.85482788085938
2015-02-14,150.0,167.0698699951172
2015-02-15,151.0,152.49366760253906
2015-02-16,152.0,152.35064697265625
2015-02-17,153.0,158.70358276367188
2015-02-18,154.0,153.14022827148438
2015-02-19,155.0,155.8558807373047
2015-02-20,156.0,158.3391876220703
2015-02-21,157.0,158.82955932617188
2015-02-22,158.0,153.37124633789062
2015-02-23,159.0,154.63265991210938
2015-02-24,160.0,154.48104858398438
2015-02-25,161.0,152.96958923339844
2015-02-26,162.0,153.41378784179688
2015-02-27,163.0,164.48159790039062
2015-02-28,164.0,164.7634735107422
2015-03-01,165.0,168.92942810058594
2015-03-02,166.0,179.53111267089844
2015-03-03,167.0,183.34005737304688
2015-03-04,168.0,178.97109985351562
